USER_ANSWER,GRAMMAR_CHECKED_ANSWER,CLEANED_ANSWER
""" Hi, I am working in mechanical company. It is a US-based MNC company. Its headquarters is in Texas. Mr. Scott Row is the CEO of our company. There are more than 350 employees working in Bangalore division. Mr. Gangapun is our team leader. Currently, we are supplying control walls for oil and gas companies. In Shaafloor, we have quality assurance department. Also, we have variety of material codes based on the requirement. They will prepare the data and testing reports very fast for the customers. We involve with our colleagues to resolve the issues without loss to the company. The company is giving very much importance to the safety of the employees as well. They are pushing the employees to adopt advanced technology in our daily routine work. Thank you.""",""" Hi, I am working in <span style=\""background-color: yellow; color:red;\"">a mechanical</span> company. It is a US-based MNC company. Its headquarters is in Texas. Mr. Scott Row is the CEO of our company. There are more than 350 employees working in Bangalore division. Mr. Gangapun is our team leader. Currently, we are supplying control walls for oil and gas companies. <span style=\""background-color: yellow; color:red;\"">On</span> Shaafloor, we have <span style=\""background-color: yellow; color:red;\"">a quality</span> assurance department. <span style=\""background-color: yellow; color:red;\"">We also have a</span> variety of material codes based on the <span style=\""background-color: yellow; color:red;\"">requirements</span>. They will prepare the data and testing reports very fast for the customers. We <span style=\""background-color: yellow; color:red;\"">are involved</span> with our colleagues to resolve the issues without loss to the company. The company is giving very much importance to the safety of the employees as well. They are pushing the employees to adopt advanced technology in our daily routine work. Thank you.""",""" Hi, I am working in a mechanical company. It is a US-based MNC company. Its headquarters is in Texas. Mr. Scott Row is the CEO of our company. There are more than 350 employees working in Bangalore division. Mr. Gangapun is our team leader. Currently, we are supplying control walls for oil and gas companies. On Shaafloor, we have a quality assurance department. We also have a variety of material codes based on the requirements. They will prepare the data and testing reports very fast for the customers. We are involved with our colleagues to resolve the issues without loss to the company. The company is giving very much importance to the safety of the employees as well. They are pushing the employees to adopt advanced technology in our daily routine work. Thank you."""
"Maya had one how-nose in Bangalore and then lobe with God's gardens. She has two dogs. She likes singing and hunting the... She loves nature and garden of green grass. One day about us two birds sitting. She look a bird says, wow, what a beautiful bird. She slowly walking because she has bird hunchum under the cordhunt.""",""": "" Maya had one how-nose in Bangalore and then <span style=\""background-color: yellow; color:red;\"">lobeed</span> with God's gardens. She has two dogs. She likes singing and hunting the... She loves nature and <span style=\""background-color: yellow; color:red;\"">a garden</span> of green grass. One day <span style=\""background-color: yellow; color:red;\""></span>two birds <span style=\""background-color: yellow; color:red;\"">were sitting around us</span>. She <span style=\""background-color: yellow; color:red;\"">looks at</span> a bird <span style=\""background-color: yellow; color:red;\"">and says</span>, wow, what a beautiful bird. She <span style=\""background-color: yellow; color:red;\"">is slowly</span> walking because she has bird hunchum under the cordhunt.""",""": "" Maya had one how-nose in Bangalore and then lobeed with God's gardens. She has two dogs. She likes singing and hunting the... She loves nature and a garden of green grass. One day two birds were sitting around us. She looks at a bird and says, wow, what a beautiful bird. She is slowly walking because she has bird hunchum under the cordhunt."""
""" In our daily life, we are concentrating only on our working in office-related jobs and students are very busy in attending their classes, also their notes writing, reading. So almost all the people not having time to do physical exercises, some of old persons are work with their mates and friends. Most of them are not doing physical exercises. This is the reason for people having health issues like heart attack, diabetes. So physical exercises are very essential to all the age of people to keep themselves fit and fine.""",""" In our daily life, we are concentrating only on our working in office-related jobs and students are very busy in attending their classes, also their notes writing, reading. So almost all the people <span style=\""background-color: yellow; color:red;\"">don't have</span> time to do physical exercises, some of <span style=\""background-color: yellow; color:red;\"">the old people</span> work with their mates and friends. Most of them are not doing physical exercises. This is the reason for people having health issues like heart attack, diabetes. So physical exercises are very essential to all the age of people to keep themselves fit and fine.""",""" In our daily life, we are concentrating only on our working in office-related jobs and students are very busy in attending their classes, also their notes writing, reading. So almost all the people don't have time to do physical exercises, some of the old people work with their mates and friends. Most of them are not doing physical exercises. This is the reason for people having health issues like heart attack, diabetes. So physical exercises are very essential to all the age of people to keep themselves fit and fine."""
""" I woke up at 6 o'clock in the morning, I brushed my teeth and took a bath. I eat breakfast and get ready for office. I go to office and attend the all-mething. After noon I come back home and eat my lunch. Again I went to office, finished my work and come back home. I watch TV, play indoor games. I have dinner and take a full glass milk. I go to bed early.""",""" I woke up at 6 o'clock in the morning, I brushed my teeth and took a bath. I eat breakfast and get ready for <span style=\""background-color: yellow; color:red;\"">the office</span>. I go to <span style=\""background-color: yellow; color:red;\"">the office</span> and attend the all-mething. <span style=\""background-color: yellow; color:red;\"">In the afternoon</span> I come back <span style=\""background-color: yellow; color:red;\""></span> and eat my lunch. <span style=\""background-color: yellow; color:red;\""></span> I went to <span style=\""background-color: yellow; color:red;\"">the office</span>, finished my work and <span style=\""background-color: yellow; color:red;\"">came</span> back <span style=\""background-color: yellow; color:red;\""></span>. I watch <span style=\""background-color: yellow; color:red;\"">TV and</span> play indoor games. I have dinner and take a full glass <span style=\""background-color: yellow; color:red;\"">of milk</span>. I go to bed early.""",""" I woke up at 6 o'clock in the morning, I brushed my teeth and took a bath. I eat breakfast and get ready for the office. I go to the office and attend the all-mething. In the afternoon I come back  and eat my lunch.  I went to the office, finished my work and came back . I watch TV and play indoor games. I have dinner and take a full glass of milk. I go to bed early."""
""" Ran is a hardworking student. He spent his most of his time to solve the puzzle's quizzes. He is an athlete in long jump. He used to help his friends in learning, so he decided to apply for the competition. So the next day he enrolled his name in the competition. He wanted to participate in the quiz because he was confident enough to win the show. He started to read and work for the competition. Finally, the day arrived, he won in the competition and Ram's father priced him and gifted him a bicycle.",""" Ran is a hardworking student. He spent <span style=\""background-color: yellow; color:red;\""></span>most of his time <span style=\""background-color: yellow; color:red;\"">solving</span> the puzzle's quizzes. He is an athlete in <span style=\""background-color: yellow; color:red;\"">the long</span> jump. He used to help his friends in learning, so he decided to apply for the competition. So the next day he enrolled his name in the competition. He wanted to participate in the quiz because he was confident <span style=\""background-color: yellow; color:red;\""></span> to win the show. He started to read and work for the competition. Finally, the day arrived, he won in the competition and Ram's father priced him and gifted him a bicycle.""",""" Ran is a hardworking student. He spent most of his time solving the puzzle's quizzes. He is an athlete in the long jump. He used to help his friends in learning, so he decided to apply for the competition. So the next day he enrolled his name in the competition. He wanted to participate in the quiz because he was confident  to win the show. He started to read and work for the competition. Finally, the day arrived, he won in the competition and Ram's father priced him and gifted him a bicycle."""
"""It's great to talk about technical,as a technician it's very important to gain technical knowledge, because we should work daily on technical only.\nIn manufacturing field we have various machines and mechanism.In CNC machines we should know the Geometric and miscellaneous codes, machines will work  through that codes only.That is the main communication launguage between the machines and human.""","""It's great to talk about <span style=\""background-color: yellow; color:red;\"">technical, as</span> a technician it's very important to gain technical knowledge, because we should work daily on technical only.\nIn manufacturing field we have various machines and <span style=\""background-color: yellow; color:red;\"">mechanisms.In</span> CNC machines we should know the Geometric and miscellaneous codes, machines will <span style=\""background-color: yellow; color:red;\"">work through</span> that codes only.That is the main communication <span style=\""background-color: yellow; color:red;\"">language</span> between the machines and human.""","""It's great to talk about technical, as a technician it's very important to gain technical knowledge, because we should work daily on technical only.\nIn manufacturing field we have various machines and mechanisms.In CNC machines we should know the Geometric and miscellaneous codes, machines will work through that codes only.That is the main communication language between the machines and human."""
"""Good evening friends, hope all are doing well. Today we are gathering for, every one who loves and awaited for this day in every human's , School, College days.\nSports day is an interesting and exciting day of all, sports is very important to be active and stay the body and mind healthy and fit. So everyone should participate in which sport would you like, and i wish you all an existing day of your life.thank you ""","""Good evening friends, hope all <span style=\""background-color: yellow; color:red;\"">is going</span> well. Today we are gathering for, every one who loves and awaited for this day in every human's , School, College days.\nSports day is an interesting and exciting day of all, sports is very important to be active and <span style=\""background-color: yellow; color:red;\"">keep</span> the body and mind healthy and fit. So everyone should participate in which sport would you like, and i wish you all an existing day of your life.thank you ""","""Good evening friends, hope all is going well. Today we are gathering for, every one who loves and awaited for this day in every human's , School, College days.\nSports day is an interesting and exciting day of all, sports is very important to be active and keep the body and mind healthy and fit. So everyone should participate in which sport would you like, and i wish you all an existing day of your life.thank you """
""" A young good-cutter named Tarot lived with his mother and father on a lonely hillside. All day long he chobbed wood in the forest. Though he worked very hard, he earned very little money. This made him sad. For he was a thoughtful son and wanted to give his old parents everything they needed. One evening when Tarot and his parents were sitting in a corner of their hut, a strong wind began to blow. It was all through the cracks of the hut and everyone felt very cold. Suddenly Tarot's father said, I wish I had a cup of sake. It would warm me and do my old hard good. This made Tarot sadder than ever. For the hard-worming drink called sake was very expensive. How do I earn more money? He asked himself. How do I get a little sake for my poor old father? He decided to work harder.""",""" A young good-cutter named Tarot lived with his mother and father on a lonely hillside. All day long he chobbed wood in the forest. Though he worked <span style=\""background-color: yellow; color:red;\""></span> <span style=\""background-color: yellow; color:red;\""></span>, he earned <span style=\""background-color: yellow; color:red;\""></span> little money. This made him sad. For he was a thoughtful son and wanted to give his old parents everything they needed. One evening when Tarot and his parents were sitting in a corner of their hut, a strong wind began to blow. It was <span style=\""background-color: yellow; color:red;\""></span> through the cracks of the hut and everyone felt <span style=\""background-color: yellow; color:red;\""></span> cold. <span style=\""background-color: yellow; color:red;\""></span> Tarot's father said, <span style=\""background-color: yellow; color:red;\"">\""I</span> wish I had a cup of <span style=\""background-color: yellow; color:red;\"">sake.\""</span> It would warm me <span style=\""background-color: yellow; color:red;\"">up and</span> do my old hard good. This made Tarot sadder than <span style=\""background-color: yellow; color:red;\""></span>. For the hard-worming drink called sake <span style=\""background-color: yellow; color:red;\"">it was</span> <span style=\""background-color: yellow; color:red;\""></span> expensive. How do I earn more money? He asked himself. How do I get a little sake for my poor old father? He decided to work <span style=\""background-color: yellow; color:red;\""></span>.""",""" A young good-cutter named Tarot lived with his mother and father on a lonely hillside. All day long he chobbed wood in the forest. Though he worked  , he earned  little money. This made him sad. For he was a thoughtful son and wanted to give his old parents everything they needed. One evening when Tarot and his parents were sitting in a corner of their hut, a strong wind began to blow. It was  through the cracks of the hut and everyone felt  cold.  Tarot's father said, \""I wish I had a cup of sake.\"" It would warm me up and do my old hard good. This made Tarot sadder than . For the hard-worming drink called sake it was  expensive. How do I earn more money? He asked himself. How do I get a little sake for my poor old father? He decided to work ."""
""" My best friend, Neem is Sara. She is the most intelligent girl in my class. She is the best because she is the one who helps me in my homework. She is a tall girl who is bold enough to share her opinion. She is more talkative and she always likes to speak and gives speech in the school on occasions. She is the happiest person and she always makes people to love. Red colour suits her and when she wears red dress. She even looks more prettier.""","My best friend, <span style=\""background-color: yellow; color:red;\"">Neem,</span> is Sara. She is the most intelligent girl in my class. She is the best because she is the one who helps me <span style=\""background-color: yellow; color:red;\"">with</span> my homework. She is a tall girl who is bold <span style=\""background-color: yellow; color:red;\""></span> to share her opinion. She is more talkative and she always likes to speak and gives <span style=\""background-color: yellow; color:red;\"">speeches</span> in the school on occasions. She is the happiest person and she always makes people to love. Red <span style=\""background-color: yellow; color:red;\""></span>suits her and when she wears <span style=\""background-color: yellow; color:red;\"">a red</span> dress. She <span style=\""background-color: yellow; color:red;\"">looks even</span> prettier.""","My best friend, Neem, is Sara. She is the most intelligent girl in my class. She is the best because she is the one who helps me with my homework. She is a tall girl who is bold  to share her opinion. She is more talkative and she always likes to speak and gives speeches in the school on occasions. She is the happiest person and she always makes people to love. Red suits her and when she wears a red dress. She looks even prettier."""
""" I studied English in my first school but I don't remember anything from there. We had one teacher who always bought music tapes and she played it for us to learn the words. I think they were her favorite song but in our class none really understood the words. She puts us in groups to discuss the songs but everyone talked about something different in their groups and none was trying to practice English. I only remember the words of one song that went like this. You can't always get what you want but if you try sometimes you get what you need. Those were interesting words and obviously I did learn something from that teacher.""",[],[]
""" The solar system consists of central star planets, satellites, etc. The sun is the central star of our solar system and the planets. The sun and the 8 planets, Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus and Neptune together with their moons for our solar system. The solar system, the planets revolve around the sun in the pixipoth called orbit. Some planets have their moons also known as neutral satellites. The moons all revolve around their respective planets in certain objects.",""" The solar system consists of central star planets, satellites, etc. The sun is the central star of our solar system and the planets. The sun and the 8 planets, Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus and Neptune together with their moons for our solar system. <span style=\""background-color: yellow; color:red;\"">In the</span> solar system, <span style=\""background-color: yellow; color:red;\""></span>planets revolve around the sun in <span style=\""background-color: yellow; color:red;\"">a</span> pixipoth called orbit. Some planets have their moons <span style=\""background-color: yellow; color:red;\""></span> known as neutral satellites. The moons <span style=\""background-color: yellow; color:red;\""></span> revolve around their respective planets in certain objects.""",""" The solar system consists of central star planets, satellites, etc. The sun is the central star of our solar system and the planets. The sun and the 8 planets, Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus and Neptune together with their moons for our solar system. In the solar system, planets revolve around the sun in a pixipoth called orbit. Some planets have their moons  known as neutral satellites. The moons  revolve around their respective planets in certain objects."""
""" My father made a plan to go for a trekking so I went to shop and purchase things which are necessary for my trip. My friend Ram was not going to any trip so I asked Ram to join to our trip. Ram is interested to come so he took permission from his mother and I said my father to buy an extra ticket for him. The next day morning we booked a car to go to the station. My mother was worried about the train because it was already a hard late. The people in the station were almost more so it was difficult to get into the train. They were enjoyed a lot. We had a wonderful time and it was a perfect adventure. In the resort we have a swimming pool so we decided to go there and we saw few children swimming. A boy in their team was swimming like his swimmer and he had proper swimming skills.""",""" My father made a plan to go <span style=\""background-color: yellow; color:red;\""></span>trekking so I went to shop and purchase things which are necessary for my trip. My friend Ram was not going <span style=\""background-color: yellow; color:red;\"">on</span> any trip so I asked Ram to join <span style=\""background-color: yellow; color:red;\""></span>our trip. Ram is interested <span style=\""background-color: yellow; color:red;\"">in coming</span> so he took permission from his mother and I <span style=\""background-color: yellow; color:red;\"">told</span> my father to buy an extra ticket for him. The next <span style=\""background-color: yellow; color:red;\""></span>morning we booked a car to go to the station. My mother <span style=\""background-color: yellow; color:red;\""></span> about the train because it was already a hard late. <span style=\""background-color: yellow; color:red;\"">There were almost more</span> people in the station <span style=\""background-color: yellow; color:r<span style=\""background-color: yellow; color:red;\""></span>/span>so it was difficult to get into the train. They <span style=\""background-color: yellow; color:red;\"">enjoyed it</span> a lot. We had a wonderful time and it was a perfect adventure. In the resort we have a swimming pool so we decided to go there and we saw few children swimming. A boy in their team was swimming like his swimmer and he had proper swimming skills.""",""" My father made a plan to go trekking so I went to shop and purchase things which are necessary for my trip. My friend Ram was not going on any trip so I asked Ram to join our trip. Ram is interested in coming so he took permission from his mother and I told my father to buy an extra ticket for him. The next morning we booked a car to go to the station. My mother  about the train because it was already a hard late. There were almost more people in the station <span style=\""background-color: yellow; color:r/span>so it was difficult to get into the train. They enjoyed it a lot. We had a wonderful time and it was a perfect adventure. In the resort we have a swimming pool so we decided to go there and we saw few children swimming. A boy in their team was swimming like his swimmer and he had proper swimming skills."""
""" First I will pick the waste materials and throw them in dustbin then I will fold the blanket and arrange it properly on the bed. I will pick the newspaper from the floor and also I will arrange the books and pen. I will pick the things which are small and put those things in the drawers. I will pick the teddy bear and place that on my bed. I will pick the mirror and mirage. I will pick the mug from the table and then I will clean the table with a cloth. I will take the mouse which is connected to the laptop and then I will connect it to the computer.""",""" First I will pick the waste materials and throw them in <span style=\""background-color: yellow; color:red;\"">the dustbin</span> then I will fold the blanket and arrange it <span style=\""background-color: yellow; color:red;\""></span> on the bed. I will pick the newspaper from the floor and <span style=\""background-color: yellow; color:red;\""></span> I will arrange the books and pen. I will pick the things which are small and put those things in the drawers. I will pick the teddy bear and place <span style=\""background-color: yellow; color:red;\"">it</span> on my bed. I will pick <span style=\""background-color: yellow; color:red;\"">up the</span> mirror and mirage. I will pick the mug from the table and then I will clean the table with a cloth. I will take the mouse which <span style=\""background-color: yellow; color:red;\""></span> to the laptop and then I will connect it to the computer.""",""" First I will pick the waste materials and throw them in the dustbin then I will fold the blanket and arrange it  on the bed. I will pick the newspaper from the floor and  I will arrange the books and pen. I will pick the things which are small and put those things in the drawers. I will pick the teddy bear and place it on my bed. I will pick up the mirror and mirage. I will pick the mug from the table and then I will clean the table with a cloth. I will take the mouse which  to the laptop and then I will connect it to the computer."""
""" Looks good to me LOL It's a votersial Non-transparent"", ""speak_now"": true, ""is_correct"": true, ""write_here"": true, ""writtenText"": ""If the engineering students have a ability to speak the English language they can easily get so many options in getting more job opportunities. As the students can speak English they will go into so many interviews and get the job opportunities and get selected in the company. Now a days English is the most common language where in every field it is spoken. """,""" Looks good to me LOL It's a <span style=\""background-color: yellow; color:red;\"">voterial non-transparent</span>"", ""user_selected_topic"": ""1. Communicative English helps engineering students in getting job opportunities""",""" Looks good to me LOL It's a voterial non-transparent"", ""user_selected_topic"": ""1. Communicative English helps engineering students in getting job opportunities"""
""" E-commerce revolutionizes retail enabling online buying and selling. It transcends geographical constraints providing a vast marketplace accessible 24 bar 7. Customers enjoy convenience, diverse product choices and seamless transactions. E-commerce platforms empower businesses to reach global audience faster economic growth in the digital era.""",""" E-commerce <span style=\""background-color: yellow; color:red;\"">revolutionises</span> retail enabling online buying and selling. It transcends geographical <span style=\""background-color: yellow; color:red;\"">constraints,</span> providing a vast marketplace accessible 24 bar 7. Customers enjoy <span style=\""background-color: yellow; color:red;\"">convenient</span>, diverse product choices and seamless transactions. E-commerce platforms empower businesses to reach <span style=\""background-color: yellow; color:red;\"">a global</span> audience <span style=\""background-color: yellow; color:red;\"">for faster</span> economic growth in the digital era.""",""" E-commerce revolutionises retail enabling online buying and selling. It transcends geographical constraints, providing a vast marketplace accessible 24 bar 7. Customers enjoy convenient, diverse product choices and seamless transactions. E-commerce platforms empower businesses to reach a global audience for faster economic growth in the digital era."""
